bin_number,bin_length,cartes_bancaires_network,active_merchant_network,bin_to_store_in_active_merchant
45335079,8,"VISA, CARTE_BANCAIRE",visa,453350
45335866,8,"VISA, CARTE_BANCAIRE",visa,453358
45335813,8,"VISA, CARTE_BANCAIRE",visa,453358
45335872,8,"VISA, CARTE_BANCAIRE",visa,453358
49798806,8,"VISA, CARTE_BANCAIRE",visa,497988
49798805,8,"VISA, CARTE_BANCAIRE",visa,497988
51374024,8,"MASTER, CARTE_BANCAIRE",master,513740
49718030,8,"VISA, CARTE_BANCAIRE",visa,497180
49784661,8,"VISA, CARTE_BANCAIRE",visa,497846
49784611,8,"VISA, CARTE_BANCAIRE",visa,497846
49784217,8,"VISA, CARTE_BANCAIRE",visa,497842
49784111,8,"VISA, CARTE_BANCAIRE",visa,497841
49785406,8,"VISA, CARTE_BANCAIRE",visa,497854
49778389,8,"VISA, CARTE_BANCAIRE",visa,497783
49778383,8,"VISA, CARTE_BANCAIRE",visa,497783
49779702,8,"VISA, CARTE_BANCAIRE",visa,497797
49781160,8,"VISA, CARTE_BANCAIRE",visa,497811
49783738,8,"VISA, CARTE_BANCAIRE",visa,497837
49783610,8,"VISA, CARTE_BANCAIRE",visa,497836
49783602,8,"VISA, CARTE_BANCAIRE",visa,497836
49783033,8,"VISA, CARTE_BANCAIRE",visa,497830
49783005,8,"VISA, CARTE_BANCAIRE",visa,497830
45330417,8,"VISA, CARTE_BANCAIRE",visa,453304
45331447,8,"VISA, CARTE_BANCAIRE",visa,453314
49787405,8,"VISA, CARTE_BANCAIRE",visa,497874
45331422,8,"VISA, CARTE_BANCAIRE",visa,453314
45330829,8,"VISA, CARTE_BANCAIRE",visa,453308
45330702,8,"VISA, CARTE_BANCAIRE",visa,453307
49784138,8,"VISA, CARTE_BANCAIRE",visa,497841
49784233,8,"VISA, CARTE_BANCAIRE",visa,497842
45330172,8,"VISA, CARTE_BANCAIRE",visa,453301
45330123,8,"VISA, CARTE_BANCAIRE",visa,453301
45330424,8,"VISA, CARTE_BANCAIRE",visa,453304
45331420,8,"VISA, CARTE_BANCAIRE",visa,453314
45330871,8,"VISA, CARTE_BANCAIRE",visa,453308
45330860,8,"VISA, CARTE_BANCAIRE",visa,453308
45331983,8,"VISA, CARTE_BANCAIRE",visa,453319
49788740,8,"VISA, CARTE_BANCAIRE",visa,497887
51361479,8,"MASTER, CARTE_BANCAIRE",master,513614
45333735,8,"VISA, CARTE_BANCAIRE",visa,453337
51363214,8,"MASTER, CARTE_BANCAIRE",master,513632
53410279,8,"MASTER, CARTE_BANCAIRE",master,534102
53411079,8,"MASTER, CARTE_BANCAIRE",master,534110
49789205,8,"VISA, CARTE_BANCAIRE",visa,497892
51363201,8,"MASTER, CARTE_BANCAIRE",master,513632
45333760,8,"VISA, CARTE_BANCAIRE",visa,453337
51364814,8,"MASTER, CARTE_BANCAIRE",master,513648
51364817,8,"MASTER, CARTE_BANCAIRE",master,513648
45335061,8,"VISA, CARTE_BANCAIRE",visa,453350
45333729,8,"VISA, CARTE_BANCAIRE",visa,453337
51364084,8,"MASTER, CARTE_BANCAIRE",master,513640
45335033,8,"VISA, CARTE_BANCAIRE",visa,453350
51366685,8,"MASTER, CARTE_BANCAIRE",master,513666
45335499,8,"VISA, CARTE_BANCAIRE",visa,453354
51320368,8,"MASTER, CARTE_BANCAIRE",master,513203
45337078,8,"VISA, CARTE_BANCAIRE",visa,453370
51366699,8,"MASTER, CARTE_BANCAIRE",master,513666
49794643,8,"VISA, CARTE_BANCAIRE",visa,497946
49782733,8,"VISA, CARTE_BANCAIRE",visa,497827
49783720,8,"VISA, CARTE_BANCAIRE",visa,497837
49783708,8,"VISA, CARTE_BANCAIRE",visa,497837
49783141,8,"VISA, CARTE_BANCAIRE",visa,497831
49783138,8,"VISA, CARTE_BANCAIRE",visa,497831
49784619,8,"VISA, CARTE_BANCAIRE",visa,497846
49784238,8,"VISA, CARTE_BANCAIRE",visa,497842
49785608,8,"VISA, CARTE_BANCAIRE",visa,497856
45331410,8,"VISA, CARTE_BANCAIRE",visa,453314
45330847,8,"VISA, CARTE_BANCAIRE",visa,453308
49786439,8,"VISA, CARTE_BANCAIRE",visa,497864
49786802,8,"VISA, CARTE_BANCAIRE",visa,497868
49786822,8,"VISA, CARTE_BANCAIRE",visa,497868
45330495,8,"VISA, CARTE_BANCAIRE",visa,453304
45330445,8,"VISA, CARTE_BANCAIRE",visa,453304
45330839,8,"VISA, CARTE_BANCAIRE",visa,453308
45331978,8,"VISA, CARTE_BANCAIRE",visa,453319
49788111,8,"VISA, CARTE_BANCAIRE",visa,497881
45331871,8,"VISA, CARTE_BANCAIRE",visa,453318
45333745,8,"VISA, CARTE_BANCAIRE",visa,453337
51363216,8,"MASTER, CARTE_BANCAIRE",master,513632
45335233,8,"VISA, CARTE_BANCAIRE",visa,453352
45333867,8,"VISA, CARTE_BANCAIRE",visa,453338
45335431,8,"VISA, CARTE_BANCAIRE",visa,453354
45333881,8,"VISA, CARTE_BANCAIRE",visa,453338
45335494,8,"VISA, CARTE_BANCAIRE",visa,453354
45333878,8,"VISA, CARTE_BANCAIRE",visa,453338
45333810,8,"VISA, CARTE_BANCAIRE",visa,453338
45335460,8,"VISA, CARTE_BANCAIRE",visa,453354
45335035,8,"VISA, CARTE_BANCAIRE",visa,453350
51364081,8,"MASTER, CARTE_BANCAIRE",master,513640
51366680,8,"MASTER, CARTE_BANCAIRE",master,513666
45337040,8,"VISA, CARTE_BANCAIRE",visa,453370
49785638,8,"VISA, CARTE_BANCAIRE",visa,497856
49785433,8,"VISA, CARTE_BANCAIRE",visa,497854
49784840,8,"VISA, CARTE_BANCAIRE",visa,497848
45330429,8,"VISA, CARTE_BANCAIRE",visa,453304
45330183,8,"VISA, CARTE_BANCAIRE",visa,453301
49787410,8,"VISA, CARTE_BANCAIRE",visa,497874
45331417,8,"VISA, CARTE_BANCAIRE",visa,453314
45330191,8,"VISA, CARTE_BANCAIRE",visa,453301
51324107,8,"MASTER, CARTE_BANCAIRE",master,513241
51325613,8,"MASTER, CARTE_BANCAIRE",master,513256
45330448,8,"VISA, CARTE_BANCAIRE",visa,453304
45330498,8,"VISA, CARTE_BANCAIRE",visa,453304
45330798,8,"VISA, CARTE_BANCAIRE",visa,453307
45330717,8,"VISA, CARTE_BANCAIRE",visa,453307
51361431,8,"MASTER, CARTE_BANCAIRE",master,513614
49788738,8,"VISA, CARTE_BANCAIRE",visa,497887
51361476,8,"MASTER, CARTE_BANCAIRE",master,513614
51363217,8,"MASTER, CARTE_BANCAIRE",master,513632
51363698,8,"MASTER, CARTE_BANCAIRE",master,513636
45333840,8,"VISA, CARTE_BANCAIRE",visa,453338
51363203,8,"MASTER, CARTE_BANCAIRE",master,513632
45333772,8,"VISA, CARTE_BANCAIRE",visa,453337
45333766,8,"VISA, CARTE_BANCAIRE",visa,453337
45333831,8,"VISA, CARTE_BANCAIRE",visa,453338
51326250,8,"MASTER, CARTE_BANCAIRE",master,513262
51327915,8,"MASTER, CARTE_BANCAIRE",master,513279
49794645,8,"VISA, CARTE_BANCAIRE",visa,497946
49794915,8,"VISA, CARTE_BANCAIRE",visa,497949
51374014,8,"MASTER, CARTE_BANCAIRE",master,513740
51620726,8,"MASTER, CARTE_BANCAIRE",master,516207
49785602,8,"VISA, CARTE_BANCAIRE",visa,497856
45330133,8,"VISA, CARTE_BANCAIRE",visa,453301
49785616,8,"VISA, CARTE_BANCAIRE",visa,497856
49785419,8,"VISA, CARTE_BANCAIRE",visa,497854
49786807,8,"VISA, CARTE_BANCAIRE",visa,497868
45330425,8,"VISA, CARTE_BANCAIRE",visa,453304
49787407,8,"VISA, CARTE_BANCAIRE",visa,497874
45330499,8,"VISA, CARTE_BANCAIRE",visa,453304
45330731,8,"VISA, CARTE_BANCAIRE",visa,453307
45330831,8,"VISA, CARTE_BANCAIRE",visa,453308
45330812,8,"VISA, CARTE_BANCAIRE",visa,453308
49788607,8,"VISA, CARTE_BANCAIRE",visa,497886
45331478,8,"VISA, CARTE_BANCAIRE",visa,453314
45331482,8,"VISA, CARTE_BANCAIRE",visa,453314
49788713,8,"VISA, CARTE_BANCAIRE",visa,497887
45331833,8,"VISA, CARTE_BANCAIRE",visa,453318
45331891,8,"VISA, CARTE_BANCAIRE",visa,453318
49788200,8,"VISA, CARTE_BANCAIRE",visa,497882
51363212,8,"MASTER, CARTE_BANCAIRE",master,513632
45335291,8,"VISA, CARTE_BANCAIRE",visa,453352
45335212,8,"VISA, CARTE_BANCAIRE",visa,453352
45335060,8,"VISA, CARTE_BANCAIRE",visa,453350
45333894,8,"VISA, CARTE_BANCAIRE",visa,453338
45333866,8,"VISA, CARTE_BANCAIRE",visa,453338
45335047,8,"VISA, CARTE_BANCAIRE",visa,453350
45335667,8,"VISA, CARTE_BANCAIRE",visa,453356
45335647,8,"VISA, CARTE_BANCAIRE",visa,453356
49730290,8,CARTE_BANCAIRE,visa,497302
51366687,8,"MASTER, CARTE_BANCAIRE",master,513666
45337069,8,"VISA, CARTE_BANCAIRE",visa,453370
51369003,8,"MASTER, CARTE_BANCAIRE",master,513690
51372409,8,"MASTER, CARTE_BANCAIRE",master,513724
49799212,8,"VISA, CARTE_BANCAIRE",visa,497992
51374020,8,"MASTER, CARTE_BANCAIRE",master,513740
53410379,8,"MASTER, CARTE_BANCAIRE",master,534103
51373316,8,"MASTER, CARTE_BANCAIRE",master,513733
51377976,8,"MASTER, CARTE_BANCAIRE",master,513779
51375710,8,"MASTER, CARTE_BANCAIRE",master,513757
51378079,8,"MASTER, CARTE_BANCAIRE",master,513780
51320382,8,"MASTER, CARTE_BANCAIRE",master,513203
51320062,8,"MASTER, CARTE_BANCAIRE",master,513200
51320067,8,"MASTER, CARTE_BANCAIRE",master,513200
45330167,8,"VISA, CARTE_BANCAIRE",visa,453301
49785639,8,"VISA, CARTE_BANCAIRE",visa,497856
45330171,8,"VISA, CARTE_BANCAIRE",visa,453301
49786808,8,"VISA, CARTE_BANCAIRE",visa,497868
45330181,8,"VISA, CARTE_BANCAIRE",visa,453301
45331445,8,"VISA, CARTE_BANCAIRE",visa,453314
51360503,8,"MASTER, CARTE_BANCAIRE",master,513605
45330791,8,"VISA, CARTE_BANCAIRE",visa,453307
45330783,8,"VISA, CARTE_BANCAIRE",visa,453307
45330748,8,"VISA, CARTE_BANCAIRE",visa,453307
49788610,8,"VISA, CARTE_BANCAIRE",visa,497886
45331499,8,"VISA, CARTE_BANCAIRE",visa,453314
51361465,8,"MASTER, CARTE_BANCAIRE",master,513614
45331844,8,"VISA, CARTE_BANCAIRE",visa,453318
45333281,8,"VISA, CARTE_BANCAIRE",visa,453332
45335010,8,"VISA, CARTE_BANCAIRE",visa,453350
45333813,8,"VISA, CARTE_BANCAIRE",visa,453338
45335636,8,"VISA, CARTE_BANCAIRE",visa,453356
51364043,8,"MASTER, CARTE_BANCAIRE",master,513640
45335835,8,"VISA, CARTE_BANCAIRE",visa,453358
51366688,8,"MASTER, CARTE_BANCAIRE",master,513666
51366677,8,"MASTER, CARTE_BANCAIRE",master,513666
45337099,8,"VISA, CARTE_BANCAIRE",visa,453370
51364020,8,"MASTER, CARTE_BANCAIRE",master,513640
49794096,8,"VISA, CARTE_BANCAIRE",visa,497940
51374521,8,"MASTER, CARTE_BANCAIRE",master,513745
51363207,8,"MASTER, CARTE_BANCAIRE",master,513632
45333798,8,"VISA, CARTE_BANCAIRE",visa,453337
45335420,8,"VISA, CARTE_BANCAIRE",visa,453354
45335483,8,"VISA, CARTE_BANCAIRE",visa,453354
51364811,8,"MASTER, CARTE_BANCAIRE",master,513648
51364046,8,"MASTER, CARTE_BANCAIRE",master,513640
51364025,8,"MASTER, CARTE_BANCAIRE",master,513640
51364244,8,"MASTER, CARTE_BANCAIRE",master,513642
45335840,8,"VISA, CARTE_BANCAIRE",visa,453358
49794644,8,"VISA, CARTE_BANCAIRE",visa,497946
49794923,8,"VISA, CARTE_BANCAIRE",visa,497949
51313871,8,"MASTER, CARTE_BANCAIRE",master,513138
49785420,8,"VISA, CARTE_BANCAIRE",visa,497854
51372401,8,"MASTER, CARTE_BANCAIRE",master,513724
49798801,8,"VISA, CARTE_BANCAIRE",visa,497988
51377877,8,"MASTER, CARTE_BANCAIRE",master,513778
45335202,8,"VISA, CARTE_BANCAIRE",visa,453352
45335224,8,"VISA, CARTE_BANCAIRE",visa,453352
45333861,8,"VISA, CARTE_BANCAIRE",visa,453338
45335271,8,"VISA, CARTE_BANCAIRE",visa,453352
45335261,8,"VISA, CARTE_BANCAIRE",visa,453352
51364049,8,"MASTER, CARTE_BANCAIRE",master,513640
45335087,8,"VISA, CARTE_BANCAIRE",visa,453350
45335045,8,"VISA, CARTE_BANCAIRE",visa,453350
45335236,8,"VISA, CARTE_BANCAIRE",visa,453352
45335068,8,"VISA, CARTE_BANCAIRE",visa,453350
45335681,8,"VISA, CARTE_BANCAIRE",visa,453356
45335024,8,"VISA, CARTE_BANCAIRE",visa,453350
51364249,8,"MASTER, CARTE_BANCAIRE",master,513642
45335410,8,"VISA, CARTE_BANCAIRE",visa,453354
45335871,8,"VISA, CARTE_BANCAIRE",visa,453358
45337083,8,"VISA, CARTE_BANCAIRE",visa,453370
45337017,8,"VISA, CARTE_BANCAIRE",visa,453370
45337048,8,"VISA, CARTE_BANCAIRE",visa,453370
45330169,8,"VISA, CARTE_BANCAIRE",visa,453301
49786833,8,"VISA, CARTE_BANCAIRE",visa,497868
49786433,8,"VISA, CARTE_BANCAIRE",visa,497864
45330566,8,"VISA, CARTE_BANCAIRE",visa,453305
45330467,8,"VISA, CARTE_BANCAIRE",visa,453304
49786203,8,"VISA, CARTE_BANCAIRE",visa,497862
45330822,8,"VISA, CARTE_BANCAIRE",visa,453308
45330820,8,"VISA, CARTE_BANCAIRE",visa,453308
45330744,8,"VISA, CARTE_BANCAIRE",visa,453307
49788616,8,"VISA, CARTE_BANCAIRE",visa,497886
51361439,8,"MASTER, CARTE_BANCAIRE",master,513614
45333291,8,"VISA, CARTE_BANCAIRE",visa,453332
51623627,8,"MASTER, CARTE_BANCAIRE",master,516236
51363202,8,"MASTER, CARTE_BANCAIRE",master,513632
51364024,8,"MASTER, CARTE_BANCAIRE",master,513640
49732927,8,"VISA, CARTE_BANCAIRE",visa,497329
45335829,8,"VISA, CARTE_BANCAIRE",visa,453358
45335812,8,"VISA, CARTE_BANCAIRE",visa,453358
45337033,8,"VISA, CARTE_BANCAIRE",visa,453370
45337025,8,"VISA, CARTE_BANCAIRE",visa,453370
49794099,8,"VISA, CARTE_BANCAIRE",visa,497940
51310160,8,"MASTER, CARTE_BANCAIRE",master,513101
51374025,8,"MASTER, CARTE_BANCAIRE",master,513740
51374520,8,"MASTER, CARTE_BANCAIRE",master,513745
51374013,8,"MASTER, CARTE_BANCAIRE",master,513740
51320381,8,"MASTER, CARTE_BANCAIRE",master,513203
51320388,8,"MASTER, CARTE_BANCAIRE",master,513203
51377975,8,"MASTER, CARTE_BANCAIRE",master,513779
51377378,8,"MASTER, CARTE_BANCAIRE",master,513773
51310172,8,"MASTER, CARTE_BANCAIRE",master,513101
53410378,8,"MASTER, CARTE_BANCAIRE",master,534103
52371898,8,"MASTER, CARTE_BANCAIRE",master,523718
52371844,8,"MASTER, CARTE_BANCAIRE",master,523718
49794319,8,"VISA, CARTE_BANCAIRE",visa,497943
49794315,8,"VISA, CARTE_BANCAIRE",visa,497943
51369000,8,"MASTER, CARTE_BANCAIRE",master,513690
51373313,8,"MASTER, CARTE_BANCAIRE",master,513733
51320373,8,"MASTER, CARTE_BANCAIRE",master,513203
51320361,8,"MASTER, CARTE_BANCAIRE",master,513203
51325090,8,"MASTER, CARTE_BANCAIRE",master,513250
51326264,8,"MASTER, CARTE_BANCAIRE",master,513262
51326326,8,"MASTER, CARTE_BANCAIRE",master,513263
51326259,8,"MASTER, CARTE_BANCAIRE",master,513262
51328372,8,"MASTER, CARTE_BANCAIRE",master,513283
51377078,8,"MASTER, CARTE_BANCAIRE",master,513770
51377879,8,"MASTER, CARTE_BANCAIRE",master,513778
51337906,8,"MASTER, CARTE_BANCAIRE",master,513379
49765212,8,"VISA, CARTE_BANCAIRE",visa,497652
51335386,8,"MASTER, CARTE_BANCAIRE",master,513353
51314272,8,"MASTER, CARTE_BANCAIRE",master,513142
51316372,8,"MASTER, CARTE_BANCAIRE",master,513163
51320384,8,"MASTER, CARTE_BANCAIRE",master,513203
51320365,8,"MASTER, CARTE_BANCAIRE",master,513203
51324117,8,"MASTER, CARTE_BANCAIRE",master,513241
51326277,8,"MASTER, CARTE_BANCAIRE",master,513262
51326267,8,"MASTER, CARTE_BANCAIRE",master,513262
51328374,8,"MASTER, CARTE_BANCAIRE",master,513283
51329693,8,"MASTER, CARTE_BANCAIRE",master,513296
51310879,8,"MASTER, CARTE_BANCAIRE",master,513108
51318672,8,"MASTER, CARTE_BANCAIRE",master,513186
51325611,8,"MASTER, CARTE_BANCAIRE",master,513256
53410172,8,"MASTER, CARTE_BANCAIRE",master,534101
51324119,8,"MASTER, CARTE_BANCAIRE",master,513241
51326266,8,"MASTER, CARTE_BANCAIRE",master,513262
51326256,8,"MASTER, CARTE_BANCAIRE",master,513262
51327910,8,"MASTER, CARTE_BANCAIRE",master,513279
49760987,8,"VISA, CARTE_BANCAIRE",visa,497609
51325619,8,"MASTER, CARTE_BANCAIRE",master,513256
51325003,8,"MASTER, CARTE_BANCAIRE",master,513250
51327917,8,"MASTER, CARTE_BANCAIRE",master,513279
51327704,8,"MASTER, CARTE_BANCAIRE",master,513277
51329692,8,"MASTER, CARTE_BANCAIRE",master,513296
49760738,8,"VISA, CARTE_BANCAIRE",visa,497607
51336338,8,"MASTER, CARTE_BANCAIRE",master,513363
51324109,8,"MASTER, CARTE_BANCAIRE",master,513241
51324112,8,"MASTER, CARTE_BANCAIRE",master,513241
51326274,8,"MASTER, CARTE_BANCAIRE",master,513262
51325004,8,"MASTER, CARTE_BANCAIRE",master,513250
51326270,8,"MASTER, CARTE_BANCAIRE",master,513262
51328608,8,"MASTER, CARTE_BANCAIRE",master,513286
51336348,8,"MASTER, CARTE_BANCAIRE",master,513363
49770058,8,"VISA, CARTE_BANCAIRE",visa,497700
52920006,8,"MASTER, CARTE_BANCAIRE",master,529200
49780406,8,"VISA, CARTE_BANCAIRE",visa,497804
51325617,8,"MASTER, CARTE_BANCAIRE",master,513256
51328600,8,"MASTER, CARTE_BANCAIRE",master,513286
51329301,8,"MASTER, CARTE_BANCAIRE",master,513293
51329732,8,"MASTER, CARTE_BANCAIRE",master,513297
51329720,8,"MASTER, CARTE_BANCAIRE",master,513297
51329600,8,"MASTER, CARTE_BANCAIRE",master,513296
51329306,8,"MASTER, CARTE_BANCAIRE",master,513293
49760712,8,"VISA, CARTE_BANCAIRE",visa,497607
51336317,8,"MASTER, CARTE_BANCAIRE",master,513363
45567202,8,"VISA, CARTE_BANCAIRE",visa,455672
49775913,8,"VISA, CARTE_BANCAIRE",visa,497759
49778387,8,"VISA, CARTE_BANCAIRE",visa,497783
49779709,8,"VISA, CARTE_BANCAIRE",visa,497797
49783743,8,"VISA, CARTE_BANCAIRE",visa,497837
49783722,8,"VISA, CARTE_BANCAIRE",visa,497837
49782739,8,"VISA, CARTE_BANCAIRE",visa,497827
51329604,8,"MASTER, CARTE_BANCAIRE",master,513296
51329722,8,"MASTER, CARTE_BANCAIRE",master,513297
49760784,8,"VISA, CARTE_BANCAIRE",visa,497607
49760783,8,"VISA, CARTE_BANCAIRE",visa,497607
51335380,8,"MASTER, CARTE_BANCAIRE",master,513353
51336303,8,"MASTER, CARTE_BANCAIRE",master,513363
45330140,8,"VISA, CARTE_BANCAIRE",visa,453301
49786411,8,"VISA, CARTE_BANCAIRE",visa,497864
45330125,8,"VISA, CARTE_BANCAIRE",visa,453301
45330144,8,"VISA, CARTE_BANCAIRE",visa,453301
45330481,8,"VISA, CARTE_BANCAIRE",visa,453304
45330824,8,"VISA, CARTE_BANCAIRE",visa,453308
45330461,8,"VISA, CARTE_BANCAIRE",visa,453304
49788708,8,"VISA, CARTE_BANCAIRE",visa,497887
51360510,8,"MASTER, CARTE_BANCAIRE",master,513605
45331910,8,"VISA, CARTE_BANCAIRE",visa,453319
49789239,8,"VISA, CARTE_BANCAIRE",visa,497892
45331947,8,"VISA, CARTE_BANCAIRE",visa,453319
45333747,8,"VISA, CARTE_BANCAIRE",visa,453337
45333883,8,"VISA, CARTE_BANCAIRE",visa,453338
52920001,8,"MASTER, CARTE_BANCAIRE",master,529200
49778341,8,"VISA, CARTE_BANCAIRE",visa,497783
49780408,8,"VISA, CARTE_BANCAIRE",visa,497804
49781413,8,"VISA, CARTE_BANCAIRE",visa,497814
49781000,8,"VISA, CARTE_BANCAIRE",visa,497810
49783730,8,"VISA, CARTE_BANCAIRE",visa,497837
49783622,8,"VISA, CARTE_BANCAIRE",visa,497836
51336330,8,"MASTER, CARTE_BANCAIRE",master,513363
49770052,8,"VISA, CARTE_BANCAIRE",visa,497700
49779701,8,"VISA, CARTE_BANCAIRE",visa,497797
49780360,8,"VISA, CARTE_BANCAIRE",visa,497803
49781360,8,"VISA, CARTE_BANCAIRE",visa,497813
49783607,8,"VISA, CARTE_BANCAIRE",visa,497836
49783641,8,"VISA, CARTE_BANCAIRE",visa,497836
49783017,8,"VISA, CARTE_BANCAIRE",visa,497830
49784660,8,"VISA, CARTE_BANCAIRE",visa,497846
49784615,8,"VISA, CARTE_BANCAIRE",visa,497846
49780435,8,"VISA, CARTE_BANCAIRE",visa,497804
49780407,8,"VISA, CARTE_BANCAIRE",visa,497804
49781700,8,"VISA, CARTE_BANCAIRE",visa,497817
49782738,8,"VISA, CARTE_BANCAIRE",visa,497827
49783111,8,"VISA, CARTE_BANCAIRE",visa,497831
49783707,8,"VISA, CARTE_BANCAIRE",visa,497837
49783713,8,"VISA, CARTE_BANCAIRE",visa,497837
49783130,8,"VISA, CARTE_BANCAIRE",visa,497831
49784223,8,"VISA, CARTE_BANCAIRE",visa,497842
49784239,8,"VISA, CARTE_BANCAIRE",visa,497842
49778382,8,"VISA, CARTE_BANCAIRE",visa,497783
49775917,8,"VISA, CARTE_BANCAIRE",visa,497759
49780417,8,"VISA, CARTE_BANCAIRE",visa,497804
49779604,8,"VISA, CARTE_BANCAIRE",visa,497796
49781403,8,"VISA, CARTE_BANCAIRE",visa,497814
51620725,8,"MASTER, CARTE_BANCAIRE",master,516207
49785417,8,"VISA, CARTE_BANCAIRE",visa,497854
49785405,8,"VISA, CARTE_BANCAIRE",visa,497854
49789208,8,"VISA, CARTE_BANCAIRE",visa,497892
49789217,8,"VISA, CARTE_BANCAIRE",visa,497892
49785403,8,"VISA, CARTE_BANCAIRE",visa,497854
51364813,8,"MASTER, CARTE_BANCAIRE",master,513648
45333795,8,"VISA, CARTE_BANCAIRE",visa,453337
45335278,8,"VISA, CARTE_BANCAIRE",visa,453352
45335235,8,"VISA, CARTE_BANCAIRE",visa,453352
45335094,8,"VISA, CARTE_BANCAIRE",visa,453350
49779602,8,"VISA, CARTE_BANCAIRE",visa,497796
49782300,8,"VISA, CARTE_BANCAIRE",visa,497823
49782722,8,"VISA, CARTE_BANCAIRE",visa,497827
49782702,8,"VISA, CARTE_BANCAIRE",visa,497827
49783620,8,"VISA, CARTE_BANCAIRE",visa,497836
45333712,8,"VISA, CARTE_BANCAIRE",visa,453337
51377778,8,"MASTER, CARTE_BANCAIRE",master,513777
49781416,8,"VISA, CARTE_BANCAIRE",visa,497814
49781660,8,"VISA, CARTE_BANCAIRE",visa,497816
49783360,8,"VISA, CARTE_BANCAIRE",visa,497833
49784803,8,"VISA, CARTE_BANCAIRE",visa,497848
49784612,8,"VISA, CARTE_BANCAIRE",visa,497846
51360512,8,"MASTER, CARTE_BANCAIRE",master,513605
45331412,8,"VISA, CARTE_BANCAIRE",visa,453314
45330471,8,"VISA, CARTE_BANCAIRE",visa,453304
45330725,8,"VISA, CARTE_BANCAIRE",visa,453307
51360509,8,"MASTER, CARTE_BANCAIRE",master,513605
45331994,8,"VISA, CARTE_BANCAIRE",visa,453319
51361435,8,"MASTER, CARTE_BANCAIRE",master,513614
51361462,8,"MASTER, CARTE_BANCAIRE",master,513614
45331969,8,"VISA, CARTE_BANCAIRE",visa,453319
51361472,8,"MASTER, CARTE_BANCAIRE",master,513614
49788105,8,"VISA, CARTE_BANCAIRE",visa,497881
45331883,8,"VISA, CARTE_BANCAIRE",visa,453318
49788143,8,"VISA, CARTE_BANCAIRE",visa,497881
45331929,8,"VISA, CARTE_BANCAIRE",visa,453319
45333235,8,"VISA, CARTE_BANCAIRE",visa,453332
45331847,8,"VISA, CARTE_BANCAIRE",visa,453318
45335433,8,"VISA, CARTE_BANCAIRE",visa,453354
45333713,8,"VISA, CARTE_BANCAIRE",visa,453337
45335299,8,"VISA, CARTE_BANCAIRE",visa,453352
45335682,8,"VISA, CARTE_BANCAIRE",visa,453356
45335802,8,"VISA, CARTE_BANCAIRE",visa,453358
45335691,8,"VISA, CARTE_BANCAIRE",visa,453356
45335644,8,"VISA, CARTE_BANCAIRE",visa,453356
49783119,8,"VISA, CARTE_BANCAIRE",visa,497831
45333733,8,"VISA, CARTE_BANCAIRE",visa,453337
49783107,8,"VISA, CARTE_BANCAIRE",visa,497831
45335066,8,"VISA, CARTE_BANCAIRE",visa,453350
45335044,8,"VISA, CARTE_BANCAIRE",visa,453350
45333725,8,"VISA, CARTE_BANCAIRE",visa,453337
45335440,8,"VISA, CARTE_BANCAIRE",visa,453354
45335298,8,"VISA, CARTE_BANCAIRE",visa,453352
45335844,8,"VISA, CARTE_BANCAIRE",visa,453358
45335839,8,"VISA, CARTE_BANCAIRE",visa,453358
45335887,8,"VISA, CARTE_BANCAIRE",visa,453358
51364086,8,"MASTER, CARTE_BANCAIRE",master,513640
45335640,8,"VISA, CARTE_BANCAIRE",visa,453356
45335822,8,"VISA, CARTE_BANCAIRE",visa,453358
49794642,8,"VISA, CARTE_BANCAIRE",visa,497946
51369014,8,"MASTER, CARTE_BANCAIRE",master,513690
51369019,8,"MASTER, CARTE_BANCAIRE",master,513690
49799210,8,"VISA, CARTE_BANCAIRE",visa,497992
51372408,8,"MASTER, CARTE_BANCAIRE",master,513724
49799630,8,"VISA, CARTE_BANCAIRE",visa,497996
51374914,8,"MASTER, CARTE_BANCAIRE",master,513749
49785435,8,"VISA, CARTE_BANCAIRE",visa,497854
49785603,8,"VISA, CARTE_BANCAIRE",visa,497856
49785623,8,"VISA, CARTE_BANCAIRE",visa,497856
49786423,8,"VISA, CARTE_BANCAIRE",visa,497864
45330413,8,"VISA, CARTE_BANCAIRE",visa,453304
45330161,8,"VISA, CARTE_BANCAIRE",visa,453301
49786413,8,"VISA, CARTE_BANCAIRE",visa,497864
49786211,8,"VISA, CARTE_BANCAIRE",visa,497862
45330872,8,"VISA, CARTE_BANCAIRE",visa,453308
45330825,8,"VISA, CARTE_BANCAIRE",visa,453308
45330761,8,"VISA, CARTE_BANCAIRE",visa,453307
49788608,8,"VISA, CARTE_BANCAIRE",visa,497886
45333244,8,"VISA, CARTE_BANCAIRE",visa,453332
45333229,8,"VISA, CARTE_BANCAIRE",visa,453332
51363205,8,"MASTER, CARTE_BANCAIRE",master,513632
45333871,8,"VISA, CARTE_BANCAIRE",visa,453338
51364818,8,"MASTER, CARTE_BANCAIRE",master,513648
45335467,8,"VISA, CARTE_BANCAIRE",visa,453354
45333812,8,"VISA, CARTE_BANCAIRE",visa,453338
45335069,8,"VISA, CARTE_BANCAIRE",visa,453350
45335099,8,"VISA, CARTE_BANCAIRE",visa,453350
45335229,8,"VISA, CARTE_BANCAIRE",visa,453352
45333787,8,"VISA, CARTE_BANCAIRE",visa,453337
